Chr	Start	End	Location	Gene.Name	padj_Old_CD49bneg_vs_Juvenile_CD49bpos	log2FoldChange_Old_CD49bneg_vs_Juvenile_CD49bpos
chr7	30419336	30423498	Merged-chr7-30421072-109	Nfkbid	1.30418775442892e-05	0.312602848079388
chr5	73265080	73266088	Merged-chr5-73265595-43	Fryl	1.31492966693161e-05	0.769488223548227
chr6	135315771	135316765	Merged-chr6-135316209-33	Gm36582	1.31516461551609e-05	0.892679875377679
chr4	95466158	95467976	Merged-chr4-95467108-45	Fggy	1.32183339978843e-05	0.417932501075371
chr4	3873503	3875737	Merged-chr4-3875002-59	Mos	1.32590355635588e-05	0.388986656587574
chr6	127154543	127155692	Merged-chr6-127154893-43	Ccnd2	1.34296244886339e-05	0.426939288681201
chr7	65225978	65227206	Merged-chr7-65226575-30	Fam189a1	1.36203469615196e-05	0.756815937952829
chr13	54446889	54448579	Merged-chr13-54447562-56	Thoc3	1.36521429249756e-05	0.485723473993516
chr15	44760065	44760747	Merged-chr15-44760402-18	Sybu	1.37270786060318e-05	1.1244314263364
chr13	47429046	47430780	Merged-chr13-47429895-27	Rnf144b	1.37392213624446e-05	0.846241790411247
chr11	18010930	18012172	Merged-chr11-18011411-57	Etaa1os	1.38503811204305e-05	0.568852831955367
chr5	64852491	64853468	Merged-chr5-64852996-57	Klf3	1.38678086140746e-05	0.707855347215643
chr15	53900451	53903010	Merged-chr15-53902009-57	Samd12	1.39867596850466e-05	0.36595358383408
chr6	67170079	67171176	Merged-chr6-67170483-57	Serbp1	1.40354293904809e-05	0.507216652723802
chr10	3515929	3517291	Merged-chr10-3516633-38	Iyd	1.42291709529264e-05	0.829109686871102
chr8	70537993	70540058	Merged-chr8-70539060-57	Ell	1.42559544027596e-05	0.351087680069903
chr2	165938321	165938927	Merged-chr2-165938628-34	Zmynd8	1.43859033042402e-05	1.04890880371803
chr8	107521799	107523175	Merged-chr8-107522447-53	Mir140	1.44197898690048e-05	0.537449259516029
chr5	147917766	147918714	Merged-chr5-147918349-55	Slc46a3	1.4422954709189e-05	0.453915273266834
chr1	62306602	62308029	Merged-chr1-62307405-46	Pard3bos2	1.44758144627289e-05	0.653376849337124
chr3	66330764	66332663	Merged-chr3-66331667-54	Veph1	1.45189163105339e-05	0.462117869166893
chr19	8517701	8519185	Merged-chr19-8518453-57	Slc22a8	1.45435550609439e-05	0.420085770130487
chr4	50771977	50773311	Merged-chr4-50772591-44	Cylc2	1.45819992287109e-05	0.799308308763903
chr15	69077607	69080640	Merged-chr15-69078970-60	Khdrbs3	1.46163284521186e-05	0.567557671581535
chr7	141172115	141173344	Merged-chr7-141172707-57	Rnh1	1.46364152893324e-05	0.356907408716873
chrX	103555025	103557848	Merged-chrX-103556033-65	Gm9159	1.46775742907474e-05	0.595639572189108
chr6	57580446	57582803	Merged-chr6-57581676-71	Herc6	1.47297044925534e-05	0.4877588803339
chr16	16982850	16984762	Merged-chr16-16983656-57	Mapk1	1.47415709347761e-05	0.356589130141171
chr17	86292496	86293997	Merged-chr17-86293391-57	2010106C02Rik	1.48023905509637e-05	0.599930322563585
chr12	111514052	111515301	Merged-chr12-111514873-48	Eif5	1.50796724919938e-05	0.644228436516047
chr2	19370964	19372560	Merged-chr2-19371782-57	Msrb2	1.50949383120161e-05	0.502033669240507
chr18	14656603	14658045	Merged-chr18-14657255-57	Ss18	1.51623253812645e-05	0.435849623383903
chr5	100636415	100637741	Merged-chr5-100637053-54	Coq2	1.52016637733672e-05	0.632729461350453
chr11	115722332	115723414	Merged-chr11-115722875-56	Grb2	1.53556473983032e-05	0.641378143584772
chr3	106481575	106483973	Merged-chr3-106482910-57	Dennd2d	1.54586703987149e-05	0.406985970633575
chr4	108250338	108251457	Merged-chr4-108250816-30	Zyg11a	1.54676314534054e-05	0.942466838838183
chr10	118882084	118883681	Merged-chr10-118882877-57	Dyrk2	1.54986530537282e-05	0.469178514636332
chr1	171044022	171045425	Merged-chr1-171044764-57	Fcgr3	1.5564147509674e-05	0.402393531488314
chr13	96745203	96746705	Merged-chr13-96745948-43	Ankrd31	1.56753988293003e-05	0.747820427288484
chr5	45295134	45295490	Merged-chr5-45295335-2	D5Ertd615e	1.59421270199865e-05	1.74255690173563
chr16	44494176	44495323	Merged-chr16-44494736-56	Mir3081	1.61067546280071e-05	0.55228441786951
chr19	37528243	37531426	Merged-chr19-37529563-75	Exoc6	1.61850109323262e-05	0.582892013519571
chr18	60238442	60240221	Merged-chr18-60238966-41	Gm4951	1.62070849466426e-05	0.73301083255744
chr6	125512442	125513539	Merged-chr6-125512996-29	Cd9	1.62730319560266e-05	0.664851937498341
chr6	84270602	84271321	Merged-chr6-84270866-9	Gm10445	1.62874751585317e-05	1.24463601173423
chr6	128759894	128761327	Merged-chr6-128760638-57	Klrb1c	1.63492089853529e-05	0.446342641464059
chr12	58267178	58269346	Merged-chr12-58268491-46	Clec14a	1.64223805176956e-05	0.516157779719321
chr5	123117033	123119634	Merged-chr5-123118073-80	Rhof	1.65004217750663e-05	0.337521003611765
chr4	106778285	106779572	Merged-chr4-106778708-27	Acot11	1.66266616930553e-05	1.06462563057658
chr18	54611467	54614463	Merged-chr18-54612956-61	9330117O12Rik	1.66473071326611e-05	0.482106027607899
chr15	55290674	55292405	Merged-chr15-55291737-57	Col14a1	1.67220962317281e-05	0.55056817815088
chr7	126598922	126599515	Merged-chr7-126599182-12	Il27	1.68377096405997e-05	1.00375984802485
chr8	4492362	4494371	Merged-chr8-4493435-57	Cers4	1.68418772705422e-05	0.274722419832362
chr9	68328602	68329824	Merged-chr9-68329204-31	4930502A04Rik	1.70538978364236e-05	0.653773096611001
chr8	24310500	24311649	Merged-chr8-24311182-23	Tcim	1.70608337659065e-05	0.813385230920798
chr6	100248385	100249037	Merged-chr6-100248685-11	Rybp	1.7109880980394e-05	1.40845539353317
chr11	116772459	116773690	Merged-chr11-116772776-26	St6galnac1	1.71107855388853e-05	0.780882601830804
chr7	126654845	126656458	Merged-chr7-126655799-57	Sgf29	1.71517061062699e-05	0.535456052026391
chr3	78964246	78965531	Merged-chr3-78964805-57	Rapgef2	1.71521026627046e-05	0.508449452958261
chr11	117083199	117083914	Merged-chr11-117083635-41	Mir6516	1.72174423311686e-05	0.895929081073958
chr13	104285035	104289389	Merged-chr13-104287042-88	Adamts6	1.73023418458036e-05	0.321041734025695
chr9	64252672	64254307	Merged-chr9-64253474-57	Map2k1	1.7467164832542e-05	0.379672414028873
chr19	10171735	10174521	Merged-chr19-10173520-62	Fads1	1.75049610721891e-05	0.336119690366744
chr1	135669310	135671056	Merged-chr1-135670338-57	Csrp1	1.753556776969e-05	0.436474965890439
chr2	3815799	3817007	Merged-chr2-3816357-30	Fam107b	1.76319487102607e-05	0.89616135679407
chr14	61309473	61312323	Merged-chr14-61310616-57	Arl11	1.76465169926007e-05	0.395743031739915
chr13	95633544	95634977	Merged-chr13-95634580-29	F2r	1.7674995575144e-05	0.708304597878996
chr4	7237256	7238888	Merged-chr4-7237981-44	Tox	1.78086211327424e-05	0.693742135030261
chr8	85379032	85381533	Merged-chr8-85380314-87	Mylk3	1.78184271875235e-05	0.402060852381383
chr14	36617926	36619543	Merged-chr14-36618715-43	Ccser2	1.78523325477846e-05	0.516381027884509
chr2	150914616	150916100	Merged-chr2-150915439-50	Gins1	1.79344469445167e-05	0.928112884053491
chr6	8074615	8075501	Merged-chr6-8075060-22	Col28a1	1.80047579563147e-05	1.28500647063539
chr9	110951244	110954871	Merged-chr9-110953486-78	Lrrc2	1.80329506804547e-05	0.432028104956893
chr14	65074554	65075305	Merged-chr14-65074920-26	Extl3	1.81541946201993e-05	0.913137282231754
chr2	73891848	73893594	Merged-chr2-73892711-57	Atf2	1.82639601147807e-05	0.36784081982972
chr1	55617528	55619798	Merged-chr1-55618726-47	Plcl1	1.82961504527792e-05	0.592913314213814
chr17	36178088	36179975	Merged-chr17-36179241-55	Gm6623	1.86565661890563e-05	0.533638133984059
chr11	95858300	95860336	Merged-chr11-95859204-57	4833417C18Rik	1.87477066879226e-05	0.343726561631568
chr3	30243740	30244962	Merged-chr3-30244296-17	Mecom	1.87718856656087e-05	0.858601836426299
chr2	19871307	19872229	Merged-chr2-19871897-17	Gm3230	1.88248674637408e-05	1.46753261152385
chr3	99140611	99141947	Merged-chr3-99141255-57	Wars2	1.88411565750147e-05	0.35836131292548
chr15	100311870	100313145	Merged-chr15-100312525-53	Mettl7a1	1.90808735598329e-05	0.399015774277528
chr8	93812313	93813885	Merged-chr8-93813430-48	4930488L21Rik	1.90909195306508e-05	0.57196123215388
chr2	148731084	148733077	Merged-chr2-148732148-57	Napb	1.91257109041257e-05	0.352048143891142
chr2	21204959	21206360	Merged-chr2-21205652-57	Thnsl1	1.91880495658448e-05	0.394869978554114
chr4	98435649	98437825	Merged-chr4-98436989-57	Patj	1.91880828066458e-05	0.3508954631127
chr5	136533312	136534380	Merged-chr5-136533845-20	Cux1	1.91880828066458e-05	0.957110830041514
chr5	18035590	18037559	Merged-chr5-18036279-45	Gnat3	1.92095485368446e-05	0.62261417098575
chr14	76568444	76570236	Merged-chr14-76569404-55	Serp2	1.92933399419646e-05	0.399322261457799
chr6	94915671	94916731	Merged-chr6-94916125-44	4930511E03Rik	1.93025780663441e-05	0.583891306458051
chr7	4835565	4836941	Merged-chr7-4836340-57	Shisa7	1.93821322287818e-05	0.573248676236747
chr13	41800645	41801985	Merged-chr13-41801463-45	Adtrp	1.94632802400213e-05	0.717478594311306
chr17	73033857	73035557	Merged-chr17-73034712-57	Lclat1	1.95682442091359e-05	0.603639685691691
chr3	108571319	108572695	Merged-chr3-108571908-57	Taf13	1.9605591831575e-05	0.32359115136194
chr16	10741018	10741634	Merged-chr16-10741369-53	Socs1	1.9645897672692e-05	0.699558488939716
chr15	86343069	86346791	Merged-chr15-86345190-68	Tbc1d22a	1.97543401242068e-05	0.487265921659951
chr15	103304201	103306115	Merged-chr15-103305255-58	Gpr84	1.9765417448191e-05	0.419263930765794
chr18	13849955	13850831	Merged-chr18-13850516-13	Zfp521	1.99591366892829e-05	0.919595323418679
chr1	185203158	185205384	Merged-chr1-185204002-58	Rab3gap2	2.00401456499352e-05	0.319404965321746
chr1	156472823	156475051	Merged-chr1-156474043-58	Soat1	2.01550491219367e-05	0.386283112055287
chr3	146153749	146154401	Merged-chr3-146154101-13	Mcoln2	2.01679670789657e-05	0.855430757919832
chr6	127329867	127331291	Merged-chr6-127330500-57	Gm38404	2.01738717583798e-05	0.387093366474436
chr9	78175117	78177288	Merged-chr9-78176225-57	C920006O11Rik	2.02052468273551e-05	0.323186045131725
chr2	34799225	34800577	Merged-chr2-34799859-57	Rabepk	2.05205471418081e-05	0.443290017291335
chr14	15142233	15143877	Merged-chr14-15143009-44	B230110C06Rik	2.05860755943642e-05	0.488440816068032
chr9	92456588	92458760	Merged-chr9-92457870-57	Plscr4	2.0866987606863e-05	0.443579117411192
chr9	92248968	92251533	Merged-chr9-92250277-57	Plscr1	2.09721211289637e-05	0.357662286009889
chr2	165319448	165322047	Merged-chr2-165320904-58	Elmo2	2.11019062902394e-05	0.382745340028993
chr13	54444448	54444941	Merged-chr13-54444728-28	Thoc3	2.11838240728425e-05	0.884505776628889
chr5	143547401	143549606	Merged-chr5-143548352-59	Fam220a	2.16104074307042e-05	0.307844138092472
chr4	115102931	115104407	Merged-chr4-115103766-44	Pdzk1ip1	2.16175246889727e-05	0.57309257317035
chr6	82909041	82909790	Merged-chr6-82909475-56	2310069B03Rik	2.17898350246532e-05	0.578902249882539
chr11	106535985	106536884	Merged-chr11-106536385-56	Snord104	2.18248521744613e-05	0.685563447864541
chr3	107175172	107176253	Merged-chr3-107175688-35	Kcna10	2.18379962896313e-05	0.672399389959933
chr15	72836455	72838422	Merged-chr15-72837328-57	Peg13	2.20050146337882e-05	0.458639506553826
chr8	36744399	36747414	Merged-chr8-36745613-83	Dlc1	2.20386670319094e-05	0.494217382152576
chr3	51738880	51739855	Merged-chr3-51739365-57	Mgst2	2.20410919592726e-05	0.493617669035745
chr6	4026076	4027288	Merged-chr6-4026625-42	4930528H21Rik	2.21180403395847e-05	0.643244629315444
chr17	29856649	29856922	Merged-chr17-29856782-4	Mdga1	2.21750494537943e-05	1.31799407172456
chr15	91048462	91050957	Merged-chr15-91049668-57	Kif21a	2.22147197473426e-05	0.449245078814441
chr4	116074125	116077343	Merged-chr4-116075704-58	Lrrc41	2.24847174997258e-05	0.256441111586998
chr7	74683608	74684747	Merged-chr7-74684121-57	Slco3a1	2.24866214146531e-05	0.635859797371661
chr2	181186445	181188288	Merged-chr2-181187295-57	Ppdpf	2.24945549159971e-05	0.32515454172868
chr9	27298696	27300851	Merged-chr9-27299622-56	Igsf9b	2.25145090050424e-05	0.45198921540701
chr6	54971438	54973352	Merged-chr6-54972492-57	Nod1	2.25714902240923e-05	0.358289284500059
chr2	133649601	133650828	Merged-chr2-133650114-46	Mir3090	2.27909137306027e-05	0.653176030982926
chr8	128661979	128664094	Merged-chr8-128662964-44	Itgb1	2.28670152700445e-05	0.535136104792285
chr4	134494518	134497499	Merged-chr4-134496072-109	Paqr7	2.29947569424976e-05	0.329497618381401
chr10	31544185	31545698	Merged-chr10-31544653-46	Rnf217	2.30585046644605e-05	0.664570627914662
chr15	99113341	99114292	Merged-chr15-99113733-53	Spats2	2.30662679198807e-05	0.712633842614937
chr3	52617484	52619100	Merged-chr3-52618353-49	Gm30173	2.30698756413642e-05	0.625198933530994
chr1	90602800	90604198	Merged-chr1-90603421-57	Cops8	2.30758337782455e-05	0.400245707300838
chr19	37559153	37562212	Merged-chr19-37560842-82	Exoc6	2.30758337782455e-05	0.322657844553974
chr1	149946192	149948935	Merged-chr1-149947600-64	Pla2g4a	2.32412098957307e-05	0.527434330805919
chr11	53306870	53309422	Merged-chr11-53308259-66	Hspa4	2.32785704939044e-05	0.442356951374502
chr3	140521278	140522485	Merged-chr3-140521971-33	Mir7j	2.33236663341273e-05	0.807042962174642
chr10	68758485	68760048	Merged-chr10-68759363-51	Tmem26	2.33395807141859e-05	0.751221417765046
chr16	43538711	43540914	Merged-chr16-43540088-56	Mir568	2.35674029764027e-05	0.641303085097964
chr4	118488486	118490911	Merged-chr4-118489927-51	Tie1	2.37643945451035e-05	0.535556853193427
chr4	142179604	142180957	Merged-chr4-142180397-34	Kazn	2.39386321649445e-05	0.815336542342327
chr6	52211312	52213842	Merged-chr6-52212501-64	Hoxa3	2.3948046611681e-05	0.371998953568027
chr7	77131780	77133832	Merged-chr7-77132785-57	Agbl1	2.39766667032076e-05	0.526014887762296
chr4	53595685	53597446	Merged-chr4-53596856-49	Fsd1l	2.40094401710347e-05	0.793208237015943
chr4	63625170	63626412	Merged-chr4-63625795-33	Tex48	2.40367456529806e-05	0.487161871312246
chrX	71070442	71071223	Merged-chrX-71070833-31	Mamld1	2.40367456529806e-05	1.04344429109173
chr8	68360726	68363091	Merged-chr8-68362208-54	1700125H03Rik	2.40723415700841e-05	0.370984284525361
chr14	75863356	75864448	Merged-chr14-75863894-54	Snora31	2.40968145332903e-05	0.627829762851456
chr11	21033171	21034721	Merged-chr11-21034025-57	Peli1	2.43992508978e-05	0.589628638122157
chr11	104230286	104232890	Merged-chr11-104231555-58	Mapt	2.44617424860013e-05	0.472743576784672
chr2	147177638	147179669	Merged-chr2-147178390-57	Nkx2-2os	2.44717588464108e-05	0.456126761579717
chr19	37322706	37324239	Merged-chr19-37323776-25	Ide	2.45497663242311e-05	1.13020021373769
chr9	68330695	68330953	Merged-chr9-68330824-1	4930502A04Rik	2.4622765917559e-05	2.09197811852802
chr18	75000004	75001373	Merged-chr18-75000586-57	Rpl17	2.46676574603499e-05	0.51945993475746
chr4	134081361	134082702	Merged-chr4-134082075-57	Cd52	2.47529282186644e-05	0.382430710316214
chr19	32196025	32198068	Merged-chr19-32197142-54	Sgms1	2.50488726106181e-05	0.696691121684473
chr6	93066046	93068242	Merged-chr6-93067112-52	Adamts9	2.50794456777751e-05	0.613913350466451
chr4	109460450	109460858	Merged-chr4-109460652-4	Rnf11	2.50794456777751e-05	1.1676990849283
chr4	101291773	101293782	Merged-chr4-101292777-57	Jak1	2.50794456777751e-05	0.376784925028101
chr15	96283989	96288639	Merged-chr15-96286500-58	Arid2	2.51431188530531e-05	0.264994124621965
chr13	63642064	63644282	Merged-chr13-63643009-45	Ptch1	2.52559312474077e-05	0.467920359304746
chr11	34736899	34738044	Merged-chr11-34737376-51	Dock2	2.52808197390292e-05	0.80012725634526
chr1	77213080	77214418	Merged-chr1-77213681-52	Mir6352	2.53117116473329e-05	0.799767970376709
chr4	126532094	126534184	Merged-chr4-126533259-57	Ago4	2.53499101819906e-05	0.540485953185616
chr3	136421190	136422984	Merged-chr3-136422340-43	1700030L20Rik	2.53841869522677e-05	0.676760335257575
chr11	77783252	77786716	Merged-chr11-77785122-113	Myo18a	2.54482924399003e-05	0.340635575274901
chr13	41358166	41359934	Merged-chr13-41359020-57	Nedd9	2.54595632165996e-05	0.39108933094675
chr7	141948066	141951170	Merged-chr7-141949957-58	Brsk2	2.55220856699072e-05	0.346434811088409
chr1	165768742	165769741	Merged-chr1-165769246-49	Creg1	2.57703068878662e-05	0.632800540435211
chr1	77513382	77516866	Merged-chr1-77515278-59	Epha4	2.57778682670608e-05	0.341995450839373
chr9	46011882	46015908	Merged-chr9-46013690-86	Sik3	2.58030042821398e-05	0.335356294554227
chr12	99684354	99687337	Merged-chr12-99685885-48	1700064M15Rik	2.58151794653991e-05	0.561724687723938
chr18	56046978	56048604	Merged-chr18-56047792-56	Gramd3	2.59170115061249e-05	0.839113802714684
chr13	59767051	59767358	Merged-chr13-59767200-5	Isca1	2.59209160034303e-05	0.998865060223451
chr2	25110462	25112037	Merged-chr2-25111344-57	Noxa1	2.595018175413e-05	0.313491185069006
chr16	44501873	44503742	Merged-chr16-44503028-58	Mir3081	2.62252460680565e-05	0.412814498065394
chr17	31965510	31966285	Merged-chr17-31965851-40	Hsf2bp	2.62735755087995e-05	0.706320642174651
chr7	80628261	80629809	Merged-chr7-80629067-57	Gm15880	2.62974398440298e-05	0.495306061284335
chr4	149001445	149002380	Merged-chr4-149001780-35	Gm13205	2.63235751030774e-05	0.816787295032174
chr10	60834675	60835429	Merged-chr10-60835103-53	Unc5b	2.65148453097421e-05	0.687542579703794
chr4	125211012	125212532	Merged-chr4-125211910-46	Zc3h12a	2.65174551012906e-05	0.784272002134612
chr10	116205416	116206685	Merged-chr10-116205820-31	Ptprr	2.67502557401744e-05	0.601701430310533
chr1	155557730	155560245	Merged-chr1-155558500-57	Acbd6	2.68038116513232e-05	0.370568419709892
chr14	68655226	68656472	Merged-chr14-68655823-47	Adam28	2.68038116513232e-05	0.746080770505958
chr11	119267147	119268980	Merged-chr11-119268073-57	Gaa	2.68294082384549e-05	0.388242118808734
chr9	82973378	82976643	Merged-chr9-82975114-57	Phip	2.69689377848037e-05	0.294258061975706
chr13	60742867	60744777	Merged-chr13-60744044-56	BC051665	2.7168875104263e-05	0.396235760189787
chr7	83556107	83557037	Merged-chr7-83556637-32	Tmc3	2.72007226941978e-05	0.78011125715573
chr19	57211384	57212753	Merged-chr19-57211931-57	Ablim1	2.73063650753322e-05	0.471808790060036
chr10	21158036	21162057	Merged-chr10-21160003-87	Myb	2.73885686765394e-05	0.302389330989048
chr11	81360838	81363149	Merged-chr11-81361745-38	Asic2	2.73894454201897e-05	0.661265675001714
chr17	34101406	34103659	Merged-chr17-34102382-79	BC051537	2.74886035976738e-05	0.383484824339695
chr14	51088236	51091735	Merged-chr14-51089931-60	Ang	2.75019866914305e-05	0.27984347876709
chr11	10275715	10277225	Merged-chr11-10276467-57	Vwc2	2.75678774561023e-05	0.554377897423576
chr16	18416141	18417152	Merged-chr16-18416562-24	Comt	2.7600248674853e-05	0.790968057425401
chr11	101225362	101226819	Merged-chr11-101226284-57	Ezh1	2.77321537877245e-05	0.575410310340446
chr10	16437965	16439346	Merged-chr10-16438627-37	C330004P14Rik	2.77378081798596e-05	0.731806531364567
chr2	6704731	6708090	Merged-chr2-6706681-89	Celf2	2.78124112884256e-05	0.349683438869953
chr8	115705712	115709838	Merged-chr8-115707917-84	Maf	2.79189652753234e-05	0.311913490231645
chr2	45108647	45117721	Merged-chr2-45113304-157	Zeb2	2.79828128464981e-05	0.289637846647213
chr13	69506301	69506874	Merged-chr13-69506527-15	Tent4a	2.80635480914526e-05	1.41997032992338
chr1	6405878	6407181	Merged-chr1-6406529-57	Alkal1	2.80637309612359e-05	0.593317099441863
chr12	84384332	84385532	Merged-chr12-84384891-45	Entpd5	2.80925833146306e-05	0.546265108763608
chr5	105586391	105587949	Merged-chr5-105587021-51	Lrrc8c	2.84251982881599e-05	0.57615531184949
chr6	88485092	88487557	Merged-chr6-88486484-69	Ruvbl1	2.85688157032414e-05	0.417151644696978
chr2	148425144	148426561	Merged-chr2-148425996-54	Thbd	2.85713839308811e-05	0.584781815697092
chr15	88861544	88864489	Merged-chr15-88862982-64	Pim3	2.86005104116003e-05	0.311410446587672
chr16	30509707	30512758	Merged-chr16-30511142-69	Tmem44	2.87667608471804e-05	0.339715613770053
chr2	128122386	128123650	Merged-chr2-128122886-56	Bcl2l11	2.88738566277179e-05	0.445656522495995
chr11	121474643	121476479	Merged-chr11-121475718-57	Tbcd	2.89151844104062e-05	0.506041001197186
chr3	153387511	153388294	Merged-chr3-153387866-19	1700012D16Rik	2.89616659968504e-05	1.362177711787
chr19	4293787	4294970	Merged-chr19-4294505-57	Ankrd13d	2.90755783533239e-05	0.460640383048905
chrX	38472973	38474504	Merged-chrX-38473769-57	Lamp2	2.91464269089745e-05	0.519582135990522
chr11	119389793	119393722	Merged-chr11-119391699-80	Mir1932	2.92280241564152e-05	0.250513506406259
chr11	69837161	69838997	Merged-chr11-69838175-57	Nlgn2	2.92807164889667e-05	0.362306373564584
chr11	105469004	105469970	Merged-chr11-105469429-30	March10	2.92860650269644e-05	0.889319123867176
chr7	68127263	68130492	Merged-chr7-68128892-72	Pgpep1l	2.93421838861846e-05	0.310283700651363
chr17	86444633	86445614	Merged-chr17-86445120-57	2010106C02Rik	2.94342919564863e-05	0.385786262720486
chr2	16312058	16314023	Merged-chr2-16312771-44	Plxdc2	2.94454915966704e-05	0.620542000048072
chr4	95153624	95154453	Merged-chr4-95154094-6	Jun	2.94944896131993e-05	0.997994717476613
chr2	93758210	93759746	Merged-chr2-93759136-24	Ext2	2.95616582125133e-05	0.715576652413448
chr1	166000610	166003687	Merged-chr1-166002272-57	Pou2f1	2.95769910942704e-05	0.374353932181453
chr2	93890769	93892772	Merged-chr2-93891763-46	Accsl	2.96400255892206e-05	0.431331644138251
chr15	31020160	31021821	Merged-chr15-31021014-28	4930430F21Rik	2.97461578826488e-05	0.710425284369446
chr8	78262368	78263076	Merged-chr8-78262651-23	Ttc29	2.97991878481814e-05	1.18856246309898
chr6	128992450	128993742	Merged-chr6-128993112-55	BC064078	2.98599085389998e-05	0.580530759627848
chr5	113034678	113036595	Merged-chr5-113035680-54	Grk3	2.99466942229769e-05	0.58281200964345
chr5	130319983	130321166	Merged-chr5-130320674-53	Caln1	3.03623931318647e-05	0.687433872955817
chr17	29093355	29096081	Merged-chr17-29094709-59	Cdkn1a	3.04008073439711e-05	0.333236294881777
chr3	98338437	98340391	Merged-chr3-98339381-57	Phgdh	3.04753850523544e-05	0.310333532625135
chr12	86893806	86895283	Merged-chr12-86894685-57	Irf2bpl	3.05339605146727e-05	0.379622950190277
chr13	102663745	102667242	Merged-chr13-102665586-79	Cd180	3.05689471489423e-05	0.289589188039773
chr7	44996725	44998842	Merged-chr7-44997767-57	Irf3	3.05822672295976e-05	0.321616779127342
chr5	92896364	92899083	Merged-chr5-92897766-57	Shroom3	3.06779109640633e-05	0.387797869384214
chr5	140504853	140506710	Merged-chr5-140505711-58	Chst12	3.06919227935162e-05	0.370877642608202
chr16	91742994	91743524	Merged-chr16-91743262-7	Itsn1	3.07136031970129e-05	1.18791070338578
chr9	119567740	119569351	Merged-chr9-119568811-51	Scn5a	3.07495978159287e-05	0.539091619221623
chr16	28516924	28518990	Merged-chr16-28518024-57	Fgf12	3.07728841587982e-05	0.399245485413494
chr19	34958496	34960810	Merged-chr19-34959692-43	Mir1950	3.07731075480128e-05	0.654460945010594
chr18	55086959	55088408	Merged-chr18-55087740-47	Zfp608	3.10170425863658e-05	0.663105985444228
chr10	63455066	63456212	Merged-chr10-63455621-44	Ctnna3	3.10521183041086e-05	0.660865364874852
chr11	83563729	83564253	Merged-chr11-83564001-11	Ccl9	3.12515090817568e-05	1.91952088542901
chr7	128581661	128583905	Merged-chr7-128583047-55	Inpp5f	3.14137552630254e-05	0.643840734449743
chr14	73209060	73210048	Merged-chr14-73209570-36	Mir687	3.15196073199702e-05	1.18208708390309
chr8	36611913	36614546	Merged-chr8-36613445-57	Dlc1	3.15737696135488e-05	0.426699675587659
chr11	23781918	23782856	Merged-chr11-23782314-25	Rel	3.16795484411553e-05	0.995406328639293
chr10	14085091	14086729	Merged-chr10-14086097-57	Hivep2	3.1774834705937e-05	0.456192969616933
chr1	90914266	90916039	Merged-chr1-90915250-55	Mlph	3.18577785288566e-05	0.512718250231901
chr8	77609665	77611349	Merged-chr8-77610552-57	Tmem184c	3.2100110098098e-05	0.466025544391037
chr9	34504200	34505472	Merged-chr9-34504955-26	Kirrel3	3.24048646756485e-05	0.930168233807503
chr9	77750185	77751542	Merged-chr9-77750853-57	Gclc	3.24048646756485e-05	0.371090272056879
chr6	93855445	93856994	Merged-chr6-93856132-32	Magi1	3.24781314503052e-05	0.642911083671001
chr2	9361406	9362920	Merged-chr2-9362044-30	1700061F12Rik	3.25751181217728e-05	0.885295785006406
chr6	141294631	141295962	Merged-chr6-141295189-44	Gm10400	3.26190434647921e-05	0.573488905010551
chr10	116977258	116978212	Merged-chr10-116977718-28	Best3	3.26370172850421e-05	0.94722997548366
chr8	117332252	117335848	Merged-chr8-117334791-44	Cmip	3.26711350816022e-05	0.451770028299864
chr9	98296067	98298011	Merged-chr9-98297002-57	Nmnat3	3.28757002678413e-05	0.314802727506671
chr2	162658701	162662412	Merged-chr2-162659920-75	Ptprt	3.28920260746938e-05	0.455707242516599
chr19	57221076	57222396	Merged-chr19-57221813-43	Ablim1	3.29218414437033e-05	0.484399493730132
chr2	152028760	152030457	Merged-chr2-152029624-57	Slc52a3	3.2925317651817e-05	0.450162030767651
chr13	49213433	49216789	Merged-chr13-49214932-100	Card19	3.30419728328717e-05	0.304726675121963
chr6	31283973	31285581	Merged-chr6-31284680-57	2210408F21Rik	3.30419728328717e-05	0.510968963379079
chr17	89061976	89065320	Merged-chr17-89063573-96	Fshr	3.31035803560058e-05	0.581239253498507
chr16	34093032	34096488	Merged-chr16-34094992-71	Umps	3.3182047066806e-05	0.33386920853459
chr5	117468925	117470455	Merged-chr5-117469724-48	Ksr2	3.34245546397829e-05	0.462533734334335
chr4	88721305	88723072	Merged-chr4-88722320-57	Klhl9	3.34951479088554e-05	0.376989499921243
chr14	61647262	61649647	Merged-chr14-61648570-57	Mir15a	3.36137079513317e-05	0.294259863879594
chr17	33980786	33982420	Merged-chr17-33981595-57	AA388235	3.37162401993852e-05	0.344099322809942
chr3	126831121	126832290	Merged-chr3-126831666-24	Ank2	3.3737664957531e-05	1.12463571836373
chr13	40868184	40869674	Merged-chr13-40869127-57	Gcnt2	3.37684979966022e-05	0.415544244675493
chr7	4162989	4165500	Merged-chr7-4164292-42	Cdc42ep5	3.37684979966022e-05	0.566901467062827
chr19	23757855	23759957	Merged-chr19-23758916-57	Apba1	3.38046417961501e-05	0.340290666231321
chr15	84852021	84856948	Merged-chr15-84854792-82	Phf21b	3.39298878015936e-05	0.319027278108332
